136.0.159.0/24,EE,EE-784,Tallin,
136.0.161.0/24,EE,EE-784,Tallin,
136.0.179.0/24,EE,EE-784,Tallin,
166.1.228.0/24,EG,EG-C,Cairo,
166.0.219.0/24,ES,ES-MD,Madrid,
166.1.79.0/24,ES,ES-MD,Madrid,
166.1.80.0/24,ES,ES-MD,Madrid,
166.1.93.0/24,ES,ES-MD,Madrid,
166.88.126.0/24,ES,,,
23.27.84.0/24,ES,,Madrid,
166.0.208.0/24,FI,FI-18,Helsinki,
23.26.33.0/24,FR,FR-PAC,Marseille,13000
23.26.36.0/24,FR,FR-PAC,Marseille,13000
166.1.24.0/24,FR,FR-IDF,Paris,
166.1.44.0/24,FR,FR-IDF,Paris,
166.1.87.0/24,FR,FR-IDF,Paris,
166.1.216.0/24,FR,FR-IDF,Paris,
166.88.127.0/24,FR,,,
136.0.132.0/24,FR,,,
142.111.32.0/24,FR,,,
142.111.57.0/24,FR,,,
142.111.68.0/24,FR,,,
166.0.214.0/24,GE,GE-TB,Tbilisi,
166.1.110.0/24,GE,GE-TB,Tbilisi,
108.171.63.0/24,GE,GE-TB,Tbilisi,
166.1.246.0/24,GR,GR-I,Athens,
108.171.57.0/24,GR,GR-I,Athens,
166.1.62.0/24,HR,HR-21,Zagreb,
50.114.168.0/24,HU,HU-BU,Budapest,
166.1.7.0/24,HU,HU-BU,Budapest,
166.1.72.0/24,HU,HU-BU,Budapest,
166.1.58.0/24,ID,ID-JK,Jakarta,
166.0.125.0/24,IE,IE-D,Dublin,
166.1.74.0/24,IE,IE-D,Dublin,
23.27.253.0/24,IE,IE-D,Dublin,
166.0.126.0/24,IL,IL-JM,Jerusalem,
23.27.79.0/24,IL,IL-TA,Tel Aviv,
166.1.77.0/24,IN,IN-DL,Delhi,
108.171.58.0/24,IN,IN-DL,Delhi,
166.88.124.0/24,IN,,,
166.88.226.0/24,IN,IN-DL,New Delhi,110001
23.27.92.0/24,IN,IN-DL,New Delhi,110001
166.1.60.0/24,IS,IS-1,Reykjavik,
50.114.170.0/24,IT,IT-62,Rome,
166.0.117.0/24,IT,IT-62,Rome,
166.0.216.0/24,IT,IT-62,Rome,
166.1.95.0/24,IT,IT-62,Rome,
136.0.38.0/24,IT,,,
142.111.22.0/24,IT,,,
23.26.54.0/24,IT,,,
108.165.182.0/24,IT,,,
166.1.249.0/24,JO,JO-AJ,Amman,
166.0.116.0/24,JP,JP-13,Tokyo,
166.1.75.0/24,JP,JP-13,Tokyo,
166.0.209.0/24,KG,KG-GB,Bishkek,
108.171.37.0/24,KG,KG-GB,Bishkek,
50.114.163.0/24,KZ,KZ-75,Almaty,
50.114.169.0/24,KZ,KZ-75,Almaty,
166.0.80.0/22,LT,LT-VL,Vilnius City Municipality,9320
166.1.2.0/24,LT,LT-AL,Vilnius,
166.1.33.0/24,LT,LT-AL,Vilnius,
166.1.107.0/24,LU,LU-LU,Luxembourg,
166.1.56.0/24,LV,LV-RIX,Riga,
136.0.181.0/24,LV,LV-RIX,Riga,
136.0.185.0/24,LV,LV-RIX,Riga,
136.0.190.0/24,LV,LV-RIX,Riga,
136.0.191.0/24,LV,LV-RIX,Riga,
136.0.239.0/24,LV,LV-RIX,Riga,
166.1.248.0/24,MD,MD-CU,Kishinev,
166.88.150.0/24,MD,MD-CU,Chisinau,
108.171.62.0/24,ME,ME-05,Budva,
108.171.41.0/24,MY,MY-06,Kuala Lumpur,
108.171.36.0/24,NG,NG-LA,Lagos,
166.0.211.0/24,NL,NL-ZH,Amsterdam,
166.0.212.0/24,NL,NL-ZH,Amsterdam,
166.0.213.0/24,NL,NL-ZH,Amsterdam,
166.1.25.0/24,NL,NL-ZH,Amsterdam,
166.1.89.0/24,NL,NL-ZH,Amsterdam,
23.27.69.0/24,NL,NL-NH,Amsterdam,1012
136.0.78.0/24,NL,NL-NH,Amsterdam,
136.0.176.0/24,NL,NL-NH,Amsterdam,1012
166.0.210.0/24,NO,NO-03,Oslo,
166.1.105.0/24,NO,NO-03,Oslo,
166.1.104.0/24,NZ,NZ-AUK,Auckland,
108.171.34.0/24,PK,PK-IS,Islamabad,
166.1.21.0/24,PL,PL-28,Warsaw,
166.1.81.0/24,PL,PL-28,Warsaw,
166.1.84.0/24,PL,PL-28,Warsaw,
166.1.92.0/24,PL,PL-28,Warsaw,
166.1.233.0/24,PL,PL-28,Warsaw,
166.1.234.0/24,PL,PL-28,Warsaw,
166.88.187.0/24,PL,PL-14,Warsaw,00-002
23.27.62.0/24,PL,PL-14,Warsaw,00-002
136.0.165.0/24,PL,PL-14,Warsaw,00-002
166.0.127.0/24,PT,PT-11,Lisbon,
136.0.123.0/24,PT,PT-11,Lisbon,
136.0.139.0/24,PT,PT-11,Lisbon,
166.0.114.0/24,RO,RO-B,Bucharest,
166.0.115.0/24,RO,RO-B,Bucharest,
166.1.83.0/24,RO,RO-B,Bucharest,
142.111.45.0/24,RO,RO-B,Bucharest,
142.111.46.0/24,RO,RO-B,Bucharest,
142.111.52.0/24,RO,RO-B,Bucharest,
142.111.56.0/24,RO,RO-B,Bucharest,
142.111.85.0/24,RO,RO-B,Bucharest,
166.1.140.0/24,RU,RU-MOW,Moscow,
166.1.226.0/24,RU,RU-MOW,Moscow,
166.1.229.0/24,RU,RU-MOW,Moscow,
166.1.231.0/24,RU,RU-MOW,Moscow,
108.171.33.0/24,RU,RU-MOW,Moscow,
108.171.35.0/24,RU,RU-MOW,Moscow,
108.171.39.0/24,RU,RU-MOW,Moscow,
166.88.184.0/24,RU,RU-MOW,Moscow,
166.88.239.0/24,RU,RU-MOW,Moscow,
166.88.253.0/24,RU,RU-MOW,Moscow,
166.0.124.0/24,SE,SE-AB,Stockholm,
136.0.39.0/24,SE,SE-AB,Stockholm,
166.1.73.0/24,SG,SG,Singapore,
166.1.111.0/24,SG,SG,Singapore,
166.0.222.0/24,SI,SI-061,Ljubljana,
166.1.59.0/24,SK,SK-BL,Bratislava,
108.171.38.0/24,TJ,TJ-DU,Dushanbe,
166.0.221.0/24,TR,TR-06,Ankara,
185.176.93.0/24,TW,TW-TPE,Taipei,
166.88.151.0/24,TW,TW-TPE,Taipei,
50.114.160.0/24,UA,UA-30,Kyiv,
50.114.161.0/24,UA,UA-30,Kyiv,
50.114.178.0/24,UA,UA-30,Kyiv,
166.1.32.0/24,UA,UA-30,Kyiv,
166.1.34.0/24,UA,UA-30,Kyiv,
166.1.37.0/24,UA,UA-30,Kyiv,
166.1.45.0/24,UA,UA-30,Kyiv,
166.1.47.0/24,UA,UA-30,Kyiv,
166.1.85.0/24,UA,UA-30,Kyiv,
166.1.86.0/24,UA,UA-30,Kyiv,
166.1.88.0/24,UA,UA-30,Kyiv,
166.1.90.0/24,UA,UA-30,Kyiv,
108.171.40.0/24,UA,UA-30,Kyiv,
108.171.42.0/24,UA,UA-30,Kyiv,
108.171.43.0/24,UA,UA-30,Kyiv,
108.171.44.0/24,UA,UA-30,Kyiv,
108.171.45.0/24,UA,UA-30,Kyiv,
108.171.46.0/24,UA,UA-30,Kyiv,
108.171.47.0/24,UA,UA-30,Kyiv,
108.171.48.0/24,UA,UA-30,Kyiv,
108.171.49.0/24,UA,UA-30,Kyiv,
108.171.50.0/24,UA,UA-30,Kyiv,
108.171.51.0/24,UA,UA-30,Kyiv,
108.171.52.0/24,UA,UA-30,Kyiv,
108.171.53.0/24,UA,UA-30,Kyiv,
108.171.54.0/24,UA,UA-30,Kyiv,
108.171.55.0/24,UA,UA-30,Kyiv,
108.171.56.0/24,UA,UA-30,Kyiv,
108.171.60.0/24,UA,UA-30,Kyiv,
108.171.61.0/24,UA,UA-30,Kyiv,
166.88.234.0/24,UA,UA-30,Kyiv,
142.111.17.0/24,UA,UA-30,Kiev,
142.111.18.0/24,UA,UA-30,Kiev,
142.111.19.0/24,UA,UA-51,Odessa,
185.216.104.0/22,US,,,
23.27.6.0/24,US,US-VA,Ashburn,
142.111.152.0/24,US,US-TX,Houston,77002
142.111.236.0/24,US,,,
142.111.239.0/24,US,,,
108.165.84.0/23,US,,,
50.114.6.0/24,US,US-UT,Orem,84097
50.114.7.0/24,US,US-UT,Orem,84097
50.114.8.0/24,US,US-UT,Orem,84097
50.114.14.0/24,US,US-UT,Orem,84097
50.114.15.0/24,US,US-UT,Orem,84097
50.114.28.0/24,US,US-UT,Orem,84097
50.114.29.0/24,US,US-UT,Orem,84097
50.114.30.0/24,US,US-UT,Orem,84097
50.114.82.0/24,US,US-UT,Orem,84097
50.114.83.0/24,US,US-UT,Orem,84097
50.114.93.0/24,US,US-UT,Orem,84097
50.114.98.0/24,US,US-UT,Orem,84097
50.114.111.0/24,US,US-UT,Orem,84097
50.114.116.0/24,US,US-UT,Orem,84097
50.114.117.0/24,US,US-UT,Orem,84097
50.114.120.0/24,US,US-UT,Orem,84097
23.26.68.0/24,US,US-UT,Orem,84097
23.26.71.0/24,US,US-UT,Orem,84097
23.26.79.0/24,US,US-UT,Orem,84097
23.26.83.0/24,US,US-UT,Orem,84097
23.26.88.0/24,US,US-UT,Orem,84097
23.26.93.0/24,US,US-UT,Orem,84097
23.26.94.0/24,US,US-UT,Orem,84097
23.26.95.0/24,US,US-UT,Orem,84097
166.88.131.0/24,VN,VN-SG,Ho Chi Minh,
166.88.163.0/24,ZA,ZA-WC,Cape Town,
23.26.44.0/22,JP,JP-13,,
23.26.53.0/24,JP,JP-13,,
23.26.61.0/24,JP,JP-13,,
23.27.14.0/24,JP,JP-13,,
23.27.23.0/24,JP,JP-13,,
23.27.127.0/24,JP,JP-13,,
23.27.243.0/24,JP,JP-13,,
142.111.34.0/24,JP,JP-13,,
142.111.67.0/24,JP,JP-13,,
142.111.141.0/24,JP,JP-13,,
142.111.155.0/24,JP,JP-13,,
142.111.208.0/24,JP,JP-13,,
166.88.149.0/24,JP,JP-13,,
50.114.3.0/24,JP,JP-13,,
50.114.92.0/24,JP,JP-13,,
108.165.81.0/24,JP,JP-13,,
108.165.82.0/23,JP,JP-13,,
108.165.87.0/24,JP,JP-13,,
108.165.180.0/23,JP,JP-13,,
